County,State,Adult Obesity (2018),Adult Smoking (2018),Limited Access To Healthy Foods (2018),Poverty Rate (2018)
Franklin County, MS,0.382999986,0.202751577,0.128975645,
Laurens County, GA,0.379999995,0.22018522,0.054922398,
Bedford County, VA,0.330000013,0.15087837,0.016812535,0.125466029
Forrest County, MS,0.351000011,0.191461578,0.071158588,0.259360013
Lee County, GA,0.330000013,0.167681739,0.03744743,
Stephens County, OK,0.340999991,0.178229719,0.054355267,
DeSoto County, MS,0.321999997,0.19427757,0.088805772,0.087968111
Liberty County, GA,0.358999997,0.205415428,0.216066986,
Bath County, VA,0.266000003,0.164999545,0.09215489,
Texas County, OK,0.342000008,0.167323038,0.141914368,
Covington County, MS,0.349999994,0.202477023,,
Lincoln County, GA,0.298000008,0.187785774,0.027983915,
Augusta County, VA,0.345999986,0.160878748,0.041184776,0.095685175
Copiah County, MS,0.377999991,0.205804482,0.117339559,
Long County, GA,0.338,0.197770402,0.04529513,
Tillman County, OK,0.356999993,0.181157425,0.143113062,
Coahoma County, MS,0.42899999,0.232753083,0.164582551,
Lowndes County, GA,0.342000008,0.195198119,0.110720433,0.286713915
Arlington County, VA,0.182999998,0.123385414,0.000839652,0.058317616
Tulsa County, OK,0.305999994,0.157032877,0.09291029,0.142746044
Clay County, MS,0.340999991,0.200495526,0.152653798,
Lumpkin County, GA,0.312999994,0.19536458,0.005634992,
Appomattox County, VA,0.312000006,0.169817775,0.007037307,
Clarke County, MS,0.337000012,0.175319433,0.056273509,
McDuffie County, GA,0.326999992,0.205872253,0.044483967,
Wagoner County, OK,0.338999987,0.166875079,0.079436593,0.099465375
Claiborne County, MS,0.462000012,0.256935149,0.111141741,
McIntosh County, GA,0.323000014,0.178309754,0.034601573,
Amherst County, VA,0.32100001,0.167604849,0.06150547,
Washington County, OK,0.365999997,0.171997249,0.134010658,
Choctaw County, MS,0.31099999,0.196819231,0.012408729,
Macon County, GA,0.370999992,0.25209108,0.089781441,
Amelia County, VA,0.303000003,0.159257159,0.057564333,
Chickasaw County, MS,0.361999989,0.212550044,0.022205306,
Madison County, GA,0.347000003,0.188794464,0.013058596,
Washita County, OK,0.354999989,0.159519628,0.143920422,
Carroll County, MS,0.36500001,0.171366334,0.196376055,
Marion County, GA,0.319000006,0.1990913,0.000288114,
Alleghany County, VA,0.351000011,0.164789379,0.04727222,
Woods County, OK,0.342000008,0.159778103,0.085508704,
Calhoun County, MS,0.354000002,0.205912873,0.042793527,
Meriwether County, GA,0.34799999,0.200147554,0.022571992,
Albemarle County, VA,0.225999996,0.123680718,0.036555614,0.10889904
Bolivar County, MS,0.363999993,0.230073676,0.243515998,
Miller County, GA,0.289000005,0.192407757,0.014672235,
Woodward County, OK,0.386000007,0.159274712,0.079614148,
Benton County, MS,0.337000012,0.203009546,0.215502322,
Mitchell County, GA,0.335000008,0.226379812,0.080978662,
Accomack County, VA,0.361999989,0.164887279,0.020922692,
Baker County, OR,0.296999991,0.152864009,0.190623701,
Attala County, MS,0.400999993,0.187387809,0.115135722,
Monroe County, GA,0.303000003,0.178696528,0.04572336,
Windsor County, VT,0.252000004,0.141412258,0.029125417,
Amite County, MS,0.398999989,0.206887513,0.089349605,
Montgomery County, GA,0.347000003,0.193260089,0.074417442,
Benton County, OR,0.244000003,0.140286118,0.070751309,0.171553127
Alcorn County, MS,0.347000003,0.191565752,0.046791539,
Morgan County, GA,0.289000005,0.169981986,0.069511369,
Windham County, VT,0.232999995,0.14337261,0.045639861,
Clackamas County, OR,0.272000015,0.129875094,0.02972932,0.070447475
Adams County, MS,0.356000006,0.228640288,0.133367792,
Murray County, GA,0.335000008,0.204829022,0.068102367,
Washington County, VT,0.233999997,0.145057753,0.046182808,
Yellow Medicine County, MN,0.286000013,0.152360201,0.079248004,
Muscogee County, GA,0.30399999,0.196360126,0.118237071,0.201115234
Clatsop County, OR,0.303000003,0.161297455,0.060921829,
Wright County, MN,0.289000005,0.143501818,0.021683298,0.044366565
Newton County, GA,0.317999989,0.18082507,0.11100553,0.169066445
Rutland County, VT,0.301999986,0.176268771,0.045407876,
Columbia County, OR,0.319999993,0.152947113,0.03861158,
Winona County, MN,0.310000002,0.14946346,0.04071508,
Oconee County, GA,0.289999992,0.143800318,0.063743345,
Orleans County, VT,0.280999988,0.188399732,0.060720589,
Wilkin County, MN,0.305000007,0.144797593,0.060953956,
Oglethorpe County, GA,0.30399999,0.183249369,0.019962361,
Coos County, OR,0.321999997,0.19282712,0.050062504,
Watonwan County, MN,0.287999988,0.15069598,0.011588623,
Paulding County, GA,0.289999992,0.167580307,0.074363381,0.073977398
Orange County, VT,0.284000009,0.145176232,0.033401687,
Crook County, OR,0.284999996,0.157168791,0.080396794,
Washington County, MN,0.252999991,0.120655589,0.066897683,0.036883094
Peach County, GA,0.338,0.193586424,0.082241826,
Lamoille County, VT,0.256000012,0.159714669,0.007310785,
Waseca County, MN,0.321999997,0.156722054,0.085538194,
Pickens County, GA,0.280000001,0.156498417,0.016860917,
Curry County, OR,0.310000002,0.149237245,0.05092217,
Wadena County, MN,0.287999988,0.158574,0.122794524,
Pierce County, GA,0.307999998,0.194318086,0.052339483,
Grand Isle County, VT,0.275999993,0.148218825,0.002349524,
Deschutes County, OR,0.225999996,0.137107968,0.052545678,0.093030197
Wabasha County, MN,0.326999992,0.131019339,0.025155552,
Pike County, GA,0.275999993,0.171049923,7.09E-05,
Franklin County, VT,0.287,0.169941738,0.010011253,
Traverse County, MN,0.32100001,0.135212153,0.130305424,
Polk County, GA,0.351000011,0.187969625,0.051551912,
Douglas County, OR,0.296999991,0.15855366,0.110549182,0.140433726
Todd County, MN,0.326000005,0.157907233,0.126607627,
Pulaski County, GA,0.330000013,0.192720994,0.045153223,
Essex County, VT,0.287999988,0.16562131,0.133158326,
Gilliam County, OR,0.293000013,0.147278965,0.165380791,
Swift County, MN,0.310000002,0.167930856,0.075442828,
Putnam County, GA,0.308999985,0.181211591,0.01321325,
Chittenden County, VT,0.194000006,0.118281811,0.030313339,0.115562493
Stevens County, MN,0.326999992,0.15204218,0.037290405,
Quitman County, GA,0.331,0.201411992,0.201464742,
Grant County, OR,0.319000006,0.150772944,0.176386774,
Steele County, MN,0.303000003,0.13889502,0.039178569,
Rabun County, GA,0.289999992,0.18564339,0.001360289,
Caledonia County, VT,0.305000007,0.178499058,0.019920403,
Harney County, OR,0.326999992,0.15645507,0.152229056,
Stearns County, MN,0.272000015,0.150357425,0.04992127,0.134665934
Randolph County, GA,0.333000004,0.22555989,0.156451836,
Bennington County, VT,0.256000012,0.174776793,0.042748973,
Sibley County, MN,0.354999989,0.134845138,0.003614378,
Richmond County, GA,0.340999991,0.206192747,0.179413974,0.206366245
Hood River County, OR,0.263000011,0.152492344,0.015817817,
Sherburne County, MN,0.289999992,0.133617982,0.056187704,0.079281161
Rockdale County, GA,0.38499999,0.180422828,0.147088751,0.117507498
Addison County, VT,0.236000001,0.132869333,0.007716499,
Jackson County, OR,0.266000003,0.17689161,0.07363195,0.150839738
Scott County, MN,0.248999998,0.12944831,0.028264612,0.064855475
Schley County, GA,0.303000003,0.19382447,0.002874012,
Weber County, UT,0.282000005,0.100942954,0.062148102,0.093038623
St. Louis County, MN,0.277999997,0.178370625,0.08622288,0.148138108
Screven County, GA,0.338999987,0.223959103,0.092666492,
Jefferson County, OR,0.351999998,0.185822472,0.085795827,
Roseau County, MN,0.296999991,0.143915072,0.073033661,
Seminole County, GA,0.307999998,0.182642296,0.024818139,
Wayne County, UT,0.238000005,0.097105913,0.140885085,
Josephine County, OR,0.277999997,0.183335572,0.086363815,0.163910731
Rock County, MN,0.270000011,0.137037694,0.032774322,
Spalding County, GA,0.319000006,0.208942741,0.074131936,0.137100266
Washington County, UT,0.243000001,0.077364571,0.092751682,0.093957317
Rice County, MN,0.298999995,0.146528244,0.05460735,0.095270026
Stephens County, GA,0.307000011,0.192918077,0.070078738,
Klamath County, OR,0.312000006,0.17576386,0.143693283,0.186863222
Renville County, MN,0.293000013,0.141744554,0.098853797,
Stewart County, GA,0.344999999,0.264465034,0.057107586,
Wasatch County, UT,0.223000005,0.092502527,0.011927828,
Lake County, OR,0.289000005,0.172622606,0.228122458,
Redwood County, MN,0.337000012,0.157815233,0.132383794,
Sumter County, GA,0.324999988,0.232994333,0.112617187,
Utah County, UT,0.246000007,0.067354329,0.069067195,0.093570119
Red Lake County, MN,0.338999987,0.148235366,0.305712879,
Talbot County, GA,0.342999995,0.198499188,0.12911281,
Lane County, OR,0.273000002,0.152090445,0.063436642,0.18547009
Ramsey County, MN,0.259000003,0.135367289,0.053208999,0.145328197
Taliaferro County, GA,0.32100001,0.219717771,0.418966264,
Uintah County, UT,0.296999991,0.119779103,0.073200911,
Lincoln County, OR,0.300000012,0.169979185,0.064720951,
Pope County, MN,0.310000002,0.135911196,0.033331305,
Tattnall County, GA,0.337000012,0.222548082,0.014895774,
Tooele County, UT,0.319000006,0.121856824,0.099184088,0.068418851
Polk County, MN,0.349999994,0.15849039,0.116586141,
Taylor County, GA,0.296000004,0.228939101,0.02697817,
Linn County, OR,0.356000006,0.16390276,0.086117998,0.125591885
Pipestone County, MN,0.30399999,0.144799083,0.087159276,
Telfair County, GA,0.316000015,0.238599747,0.010862291,
Summit County, UT,0.145999998,0.082744256,0.051644187,
Malheur County, OR,0.286000013,0.183759749,0.070347987,
Pine County, MN,0.372000009,0.180514172,0.03222603,
Terrell County, GA,0.326999992,0.231539324,0.041914281,
Sevier County, UT,0.298999995,0.098342165,0.012948594,
Pennington County, MN,0.286000013,0.144897789,0.054186229,
Thomas County, GA,0.347000003,0.198555246,0.139985114,
Marion County, OR,0.328999996,0.157874286,0.053175598,0.146386552
Otter Tail County, MN,0.298000008,0.143574893,0.06278456,
Tift County, GA,0.324999988,0.207159132,0.047569312,
Sanpete County, UT,0.277999997,0.11297483,0.038121909,
Morrow County, OR,0.308999985,0.15674749,0.145349607,
Olmsted County, MN,0.270000011,0.138062507,0.030266766,0.065283401
Toombs County, GA,0.344000012,0.222488284,0.098033056,
San Juan County, UT,0.305999994,0.15058063,0.342265487,
Norman County, MN,0.308999985,0.153606772,0.103943869,
Towns County, GA,0.282999992,0.150925741,7.00E-05,
Multnomah County, OR,0.222000003,0.150697425,0.026757078,0.118632749
Nobles County, MN,0.305999994,0.149466649,0.089986853,
Treutlen County, GA,0.330000013,0.19217816,0.019464394,
Salt Lake County, UT,0.25,0.093316898,0.028163658,0.088687181
Polk County, OR,0.340000004,0.146002322,0.100948662,0.141111218
Nicollet County, MN,0.296000004,0.132447079,0.083162948,
Troup County, GA,0.298999995,0.198003799,0.072572216,0.217795543
Rich County, UT,0.27700001,0.101247974,0.36669004,
Murray County, MN,0.298000008,0.144452959,0.04029353,
Turner County, GA,0.32100001,0.210042223,0.039650768,
Sherman County, OR,0.273000002,0.149422139,0.309583873,
Mower County, MN,0.296000004,0.156240448,0.04459456,
Twiggs County, GA,0.333999991,0.235202432,0.001180475,
Piute County, UT,0.261000007,0.093962424,0.471714646,
Tillamook County, OR,0.277999997,0.158358499,0.037245821,
Morrison County, MN,0.347000003,0.145127416,0.104078062,
Union County, GA,0.291999996,0.150321573,0.005330735,
Morgan County, UT,0.221000001,0.084660441,0.000940907,
Mille Lacs County, MN,0.349000007,0.177029833,0.006363424,
Upson County, GA,0.342000008,0.209080443,0.143205091,
Umatilla County, OR,0.333999991,0.183097795,0.119787432,0.175808643
Meeker County, MN,0.30399999,0.135620385,0.06464085,
Walker County, GA,0.317000002,0.194534957,0.120241046,0.14004131
Millard County, UT,0.30399999,0.096309714,0.146318689,
Union County, OR,0.324000001,0.175887212,0.083151028,
Martin County, MN,0.317000002,0.131535947,0.131863624,
Walton County, GA,0.319999993,0.179734915,0.057814144,0.12593604
Kane County, UT,0.25,0.094269872,0.127143562,
Marshall County, MN,0.30399999,0.134844527,0.158225313,
Ware County, GA,0.354999989,0.226169437,0.174504831,
Wallowa County, OR,0.268999994,0.145741954,0.104325891,
Mahnomen County, MN,0.340000004,0.237988517,0.180065289,
Warren County, GA,0.324000001,0.213459581,0.012986123,
Juab County, UT,0.287,0.108869411,0.151114285,
Wasco County, OR,0.26699999,0.152554065,0.171431705,
McLeod County, MN,0.301999986,0.150568515,0.064078748,
Washington County, GA,0.317000002,0.211574033,0.1297912,
Iron County, UT,0.234999999,0.114832744,0.137907982,
Lyon County, MN,0.293000013,0.159816399,0.065812834,
Wayne County, GA,0.342000008,0.194152519,0.152122959,
Washington County, OR,0.259000003,0.125177428,0.019114684,0.088853286
Lincoln County, MN,0.277999997,0.136781514,0.035287078,
Webster County, GA,0.321999997,0.19566448,0.011574247,
Grand County, UT,0.219999999,0.11785686,0.091996908,
Wheeler County, OR,0.280000001,0.151750281,0.376857519,
Le Sueur County, MN,0.352999985,0.147632614,0.017221542,
Wheeler County, GA,0.324999988,0.249614909,0.025170257,
Garfield County, UT,0.314999998,0.10110788,0.251634389,
Lake of the Woods County, MN,0.303000003,0.154921889,0.120253205,
White County, GA,0.298000008,0.174317673,,
Yamhill County, OR,0.280999988,0.159332886,0.055584129,0.139148494
Lake County, MN,0.291999996,0.140233129,0.028168399,
Whitfield County, GA,0.335999995,0.203463048,0.107183315,0.143418659
Emery County, UT,0.275999993,0.099492721,0.014821884,
Adams County, PA,0.312999994,0.150533587,0.029504359,0.073252934
Lac qui Parle County, MN,0.291000009,0.141837433,0.035764325,
Wilcox County, GA,0.319999993,0.207245544,0.004363752,
Duchesne County, UT,0.270999998,0.103310302,0.07395605,
Koochiching County, MN,0.287,0.17162545,0.173463568,
Wilkes County, GA,0.323000014,0.199749112,0.114672996,
Allegheny County, PA,0.282999992,0.169855356,0.05693898,0.117796
Kittson County, MN,0.286000013,0.144257247,0.196819365,
Wilkinson County, GA,0.324999988,0.199126646,0.108446226,
Davis County, UT,0.246999994,0.068217516,0.0614057,0.051710344
Armstrong County, PA,0.360000014,0.152165458,0.025554961,0.07715299
Kandiyohi County, MN,0.296999991,0.140147507,0.083050266,
Worth County, GA,0.356000006,0.193989262,0.041392144,
Daggett County, UT,0.263000011,0.076874241,0.203672782,
Kanabec County, MN,0.316000015,0.174173877,0.025195977,
Hawaii County, HI,0.228,0.149913535,0.13313356,0.162372851
Beaver County, PA,0.275000006,0.148890302,0.11807356,0.109794551
Jackson County, MN,0.289999992,0.14575848,0.035324574,
Honolulu County, HI,0.222000003,0.111773483,0.05235818,0.077759234
Carbon County, UT,0.261999995,0.113510132,0.107368998,
Bedford County, PA,0.321999997,0.158059523,0.022389114,
Itasca County, MN,0.314999998,0.161182284,0.055120785,
Kalawao County, HI,0.213,0.126718104,0,
Cache County, UT,0.234999999,0.080259196,0.097603701,0.145295691
Isanti County, MN,0.308999985,0.153882056,0.026211498,
Kauai County, HI,0.202000007,0.132172227,0.107191935,0.063764175
Berks County, PA,0.319000006,0.15407382,0.034600057,0.115639906
Hubbard County, MN,0.275000006,0.163204283,0.069133148,
Maui County, HI,0.229000002,0.13336046,0.081990562,0.070933511
Box Elder County, UT,0.316000015,0.087600835,0.06528651,
Blair County, PA,0.323000014,0.168348476,0.080589809,0.144437852
Houston County, MN,0.261999995,0.146801904,0.030366648,
Ada County, ID,0.256000012,0.117812984,0.043133602,0.098075268
Beaver County, UT,0.230000004,0.092802785,0.039754011,
Hennepin County, MN,0.225999996,0.131643698,0.048093062,0.10091789
Adams County, ID,0.284000009,0.157145947,0.050343636,
Bradford County, PA,0.312999994,0.172396287,0.037538026,
Grant County, MN,0.316000015,0.145062849,0.147447854,
Bannock County, ID,0.277999997,0.158692271,0.084698647,0.13196309
Zavala County, TX,0.287,0.196905062,0.201880127,
Bucks County, PA,0.264999986,0.118340924,0.040039353,0.055099486
Goodhue County, MN,0.31099999,0.149707451,0.041822374,
Bear Lake County, ID,0.273000002,0.136620924,0.07252679,
Zapata County, TX,0.275999993,0.179719046,0.270671219,
Freeborn County, MN,0.30399999,0.159481615,0.118167482,
Benewah County, ID,0.298999995,0.160124302,0.101329073,
Butler County, PA,0.282999992,0.139248565,0.033027336,0.086724804
Fillmore County, MN,0.252000004,0.140093371,0.005150635,
Bingham County, ID,0.317000002,0.156327486,0.079229631,
Young County, TX,0.298000008,0.151766062,0.134100795,
Cambria County, PA,0.301999986,0.172891408,0.088939652,0.148023059
Faribault County, MN,0.27700001,0.144474357,0.050826911,
Blaine County, ID,0.182999998,0.121203266,0.08254201,
Yoakum County, TX,0.277999997,0.14235875,0.068616971,
Douglas County, MN,0.324999988,0.136304051,0.066386104,
Boise County, ID,0.263999999,0.14981775,0.256109804,
Cameron County, PA,0.296000004,0.161212057,0.033221763,
Dodge County, MN,0.257999986,0.143646836,0.011979677,
Bonner County, ID,0.261999995,0.135693029,0.074482113,
Wood County, TX,0.294,0.149006099,0.037295379,
Carbon County, PA,0.340000004,0.166772753,0.036953758,0.120409392
Dakota County, MN,0.273000002,0.133602351,0.051232141,0.063859815
Bonneville County, ID,0.296999991,0.138909355,0.071832456,0.103359262
Wise County, TX,0.305999994,0.148352101,0.018171487,0.089798765
Crow Wing County, MN,0.298999995,0.174796551,0.021854794,
Boundary County, ID,0.294999987,0.143306434,0.074263051,
Centre County, PA,0.293000013,0.146185443,0.03734177,0.190669639
Cottonwood County, MN,0.326000005,0.151342124,0.143266425,
Butte County, ID,0.279000014,0.138384819,0.106437705,
Winkler County, TX,0.289999992,0.15576081,0.002816899,
Chester County, PA,0.223000005,0.136115223,0.061708905,0.069703423
Cook County, MN,0.298999995,0.151734635,0.098111652,
Camas County, ID,0.261000007,0.164871767,0.54891777,
Wilson County, TX,0.324000001,0.133847073,0.013089763,
Clearwater County, MN,0.301999986,0.16846557,0.152936563,
Canyon County, ID,0.344000012,0.159529611,0.080535382,0.110275929
Clarion County, PA,0.319000006,0.175445393,0.022787385,
Clay County, MN,0.279000014,0.152666777,0.02254596,
Caribou County, ID,0.287,0.136516139,0.109210536,
Williamson County, TX,0.301999986,0.127706707,0.079937749,0.068138472
Clearfield County, PA,0.393000007,0.159886628,0.048110422,0.154618829
Chisago County, MN,0.30399999,0.158917382,0.023093715,
Cassia County, ID,0.345999986,0.142486081,0.122305147,
Willacy County, TX,0.282000005,0.204226896,0.087546475,
Chippewa County, MN,0.305000007,0.151467115,0.021267796,
Clark County, ID,0.296999991,0.188112795,0.653705955,
Clinton County, PA,0.307999998,0.156241015,0.056351073,
Cass County, MN,0.272000015,0.177974328,0.050907858,
Clearwater County, ID,0.291999996,0.151443079,0.076204926,
Wilbarger County, TX,0.287999988,0.165529415,0.125897869,
Columbia County, PA,0.351000011,0.165678397,0.029736988,0.115226741
Carver County, MN,0.223000005,0.116353914,0.025123896,0.029763585
Custer County, ID,0.287999988,0.14635697,0.171002582,
Wichita County, TX,0.328999996,0.197984323,0.129184648,0.182100673
Carlton County, MN,0.287999988,0.166853145,0.074542046,
Elmore County, ID,0.301999986,0.171440497,0.129976109,
Crawford County, PA,0.344999999,0.157312125,0.037695888,0.125684472
Brown County, MN,0.300000012,0.130901277,0.060716178,
Franklin County, ID,0.333000004,0.141494185,0.034327783,
Wheeler County, TX,0.293000013,0.150170907,0.027737342,
Cumberland County, PA,0.294999987,0.143825769,0.047475796,0.069069574
Blue Earth County, MN,0.351000011,0.162498951,0.158285767,0.16485809
Fremont County, ID,0.27700001,0.147563919,0.042474769,
Wharton County, TX,0.305999994,0.164408714,0.06810952,
Big Stone County, MN,0.314999998,0.137816221,0.126027688,
Gem County, ID,0.303000003,0.167328537,0.124090232,
Dauphin County, PA,0.305000007,0.165404812,0.076065876,0.136534545
Benton County, MN,0.31400001,0.157848477,0.047628429,
Gooding County, ID,0.324999988,0.157803208,0.005942164,
Webb County, TX,0.31099999,0.181012169,0.127127483,0.262843924
Delaware County, PA,0.247999996,0.147623241,0.024451517,0.085581344
Beltrami County, MN,0.323000014,0.197770566,0.065060578,
Idaho County, ID,0.273000002,0.140664786,0.138322696,
Washington County, TX,0.30399999,0.144442394,0.029806318,
Becker County, MN,0.300999999,0.159066573,0.125247836,
Jefferson County, ID,0.333000004,0.132675275,0.059427876,
Elk County, PA,0.296000004,0.155844092,0.028601537,
Anoka County, MN,0.305000007,0.151217058,0.064891368,0.049957361
Jerome County, ID,0.344999999,0.160587311,0.117823228,
Ward County, TX,0.312999994,0.14687635,0.035700362,
Erie County, PA,0.326000005,0.177047133,0.086679921,0.154987507
Aitkin County, MN,0.296000004,0.156219304,0.117755607,
Kootenai County, ID,0.261999995,0.159893423,0.077847496,0.098949174
Waller County, TX,0.35800001,0.178689852,0.113410994,
Wexford County, MI,0.324000001,0.217104763,0.040243872,
Latah County, ID,0.228,0.140486434,0.026705425,
Fayette County, PA,0.39199999,0.193402037,0.078669429,0.13551703
Wayne County, MI,0.331,0.20458506,0.043309353,0.215999903
Lemhi County, ID,0.264999986,0.156127572,0.162494853,
Walker County, TX,0.319000006,0.174164176,0.122900113,0.293934214
Forest County, PA,0.31400001,0.172514707,0.005259921,
Washtenaw County, MI,0.238999993,0.128403232,0.060348958,0.154556389
Lewis County, ID,0.291999996,0.15389961,0.174023673,
Victoria County, TX,0.319999993,0.14865759,0.094991893,0.157387285
Van Buren County, MI,0.324000001,0.197314188,0.014843054,0.163822709
Lincoln County, ID,0.294999987,0.166460663,0.453897566,
Franklin County, PA,0.342999995,0.14848271,0.049616154,0.126921313
Tuscola County, MI,0.317000002,0.189712435,0.013405159,
Madison County, ID,0.261000007,0.15952237,0.108727738,
Van Zandt County, TX,0.282000005,0.153641254,0.035966422,
Fulton County, PA,0.286000013,0.15710111,0.043397434,
Shiawassee County, MI,0.331,0.197943628,0.079399213,0.098921211
Minidoka County, ID,0.358999997,0.144481495,0.079983175,
Val Verde County, TX,0.279000014,0.159317374,0.184631884,
Schoolcraft County, MI,0.303000003,0.201641873,0.102646858,
Nez Perce County, ID,0.321999997,0.148040727,0.040824685,
Greene County, PA,0.333000004,0.175811499,0.063555956,
Sanilac County, MI,0.300999999,0.181601822,0.023754677,
Oneida County, ID,0.303000003,0.144497648,0.048700634,
Uvalde County, TX,0.308999985,0.161390021,0.218801677,
Huntingdon County, PA,0.305000007,0.177456453,0.006233208,
St. Joseph County, MI,0.312999994,0.195674688,0.048364583,
Owyhee County, ID,0.317000002,0.172004566,0.08866711,
Upton County, TX,0.275999993,0.158132076,0.090665124,
St. Clair County, MI,0.347000003,0.197202504,0.131998509,0.146219923
Payette County, ID,0.337000012,0.157058582,0.098697051,
Indiana County, PA,0.358999997,0.18734999,0.090719141,0.149433972
Saginaw County, MI,0.398000002,0.18495059,0.103909761,0.166881674
Power County, ID,0.319000006,0.164129794,0.064810805,
Upshur County, TX,0.289999992,0.155446112,0.051110778,
Jefferson County, PA,0.312999994,0.173505694,0.01782261,
Roscommon County, MI,0.338,0.200102732,0.11419563,
Shoshone County, ID,0.296999991,0.161507681,0.04436842,
Tyler County, TX,0.305000007,0.15884167,0.188567102,
Presque Isle County, MI,0.338,0.165940613,0.080529891,
Teton County, ID,0.241999999,0.146184459,0.017967455,
Juniata County, PA,0.345999986,0.164265767,0.078725085,
Ottawa County, MI,0.293000013,0.147647679,0.093084067,0.064602353
Twin Falls County, ID,0.307000011,0.157246232,0.026166389,0.157690499
Trinity County, TX,0.316000015,0.172453269,0.009126797,
Lackawanna County, PA,0.298999995,0.163335025,0.038827349,0.144702486
Otsego County, MI,0.31400001,0.174328357,0.038179949,
Valley County, ID,0.233999997,0.132378384,0.065027639,
Travis County, TX,0.209999993,0.132020801,0.071919985,0.121250451
Oscoda County, MI,0.338999987,0.193438292,0.007319011,
Washington County, ID,0.312000006,0.169555545,0.097703122,
Lancaster County, PA,0.284000009,0.14406234,0.052322853,0.076233234
Osceola County, MI,0.330000013,0.212754712,0.059832368,
Adams County, IL,0.331,0.152204841,0.031710178,0.120230549
Tom Green County, TX,0.272000015,0.15362674,0.166037187,0.162737704
Lawrence County, PA,0.317999989,0.179315418,0.123792253,0.167144233
Ontonagon County, MI,0.328999996,0.173013493,0.120655373,
Alexander County, IL,0.280000001,0.237042293,0.125076577,
Titus County, TX,0.300999999,0.173639283,0.064560421,
Ogemaw County, MI,0.361999989,0.19057259,0.000212893,
Bond County, IL,0.296000004,0.172408715,0.027137255,
Lebanon County, PA,0.280999988,0.147836387,0.031065909,0.102619165
Oceana County, MI,0.323000014,0.205167487,0.020041207,
Boone County, IL,0.324000001,0.153030276,0.048135787,
Throckmorton County, TX,0.27700001,0.137280598,0.322160631,
Lehigh County, PA,0.31099999,0.150186256,0.044843365,0.122687491
Oakland County, MI,0.263999999,0.145785123,0.052095562,0.080867378
Brown County, IL,0.26699999,0.169434831,0.130591765,
Terry County, TX,0.300999999,0.166890815,0.182064071,
Newaygo County, MI,0.370000005,0.197562978,0.022991911,
Bureau County, IL,0.272000015,0.150964528,0.106549375,
Luzerne County, PA,0.273999989,0.171477348,0.04873639,0.143585512
Muskegon County, MI,0.340999991,0.20530355,0.16959995,0.158292276
Calhoun County, IL,0.291999996,0.149366677,0.042980533,
Terrell County, TX,0.268999994,0.152561575,0.384425223,
Lycoming County, PA,0.331,0.170797601,0.066621348,0.128872203
Montmorency County, MI,0.31099999,0.174665779,0.010785859,
Carroll County, IL,0.273000002,0.146744043,0.06291496,
Taylor County, TX,0.323000014,0.184201121,0.123237208,0.167046277
Montcalm County, MI,0.349000007,0.197174534,0.03766999,
Cass County, IL,0.300000012,0.15941979,0.029030435,
McKean County, PA,0.323000014,0.17858389,0.010220527,
Monroe County, MI,0.324999988,0.167927593,0.0551668,0.102331511
Champaign County, IL,0.256999999,0.162697405,0.044981897,0.199569094
Tarrant County, TX,0.287999988,0.153271616,0.080331214,0.120922058
Mercer County, PA,0.303000003,0.16655153,0.059120934,0.157658705
Missaukee County, MI,0.307000011,0.199704215,0.0248101,
Christian County, IL,0.298999995,0.172157735,0.030559519,
Swisher County, TX,0.284000009,0.16689758,0.08011914,
Midland County, MI,0.326999992,0.156830952,0.060633104,0.12268157
Clark County, IL,0.324999988,0.169628754,0.03123075,
Mifflin County, PA,0.340000004,0.167275056,0.018338919,
Menominee County, MI,0.340999991,0.185032085,0.141940743,
Clay County, IL,0.289000005,0.175124168,0.033520665,
Sutton County, TX,0.268999994,0.123285517,0.035434254,
Monroe County, PA,0.31099999,0.169020534,0.092581742,0.123299152
Mecosta County, MI,0.354000002,0.220097408,0.104984619,
Clinton County, IL,0.298999995,0.150444984,0.048396662,
Stonewall County, TX,0.273000002,0.152288303,0.049488649,
Mason County, MI,0.307000011,0.181383729,0.025437858,
Coles County, IL,0.287999988,0.188994408,0.064860649,
Montgomery County, PA,0.25999999,0.133830309,0.03651477,0.05778868
Marquette County, MI,0.307999998,0.172294468,0.042397138,0.150064929
Cook County, IL,0.268000007,0.139865905,0.016999444,0.136717298
Sterling County, TX,0.273999989,0.172028109,0.472560972,
Montour County, PA,0.354000002,0.144361719,0.027521206,
Manistee County, MI,0.340999991,0.183534265,0.034302972,
Crawford County, IL,0.30399999,0.156402081,0.043667648,
Stephens County, TX,0.284000009,0.169961601,0.125443384,
Macomb County, MI,0.324999988,0.197059155,0.051615261,0.110823145
Cumberland County, IL,0.289999992,0.1679883,,
Northampton County, PA,0.291000009,0.149863094,0.043944184,0.104012237
Mackinac County, MI,0.300999999,0.192814767,0.133889988,
DeKalb County, IL,0.284999996,0.171001956,0.125754774,0.134829763
Starr County, TX,0.312000006,0.201132476,0.327563137,
Northumberland County, PA,0.367000014,0.180744663,0.03413213,0.129045224
Luce County, MI,0.337000012,0.211126074,0.043012042,
De Witt County, IL,0.289999992,0.150825724,0.010102866,
Somervell County, TX,0.296999991,0.157103181,0,
Livingston County, MI,0.282000005,0.153281704,0.05053905,0.047879624
Douglas County, IL,0.291000009,0.162517115,0.030471263,
Perry County, PA,0.338,0.152911842,0.042292617,
